from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type,min_transfer_time
2861812,2861808,,,313320256,313315179,3,
2861812,2861808,,,313316055,313315348,3,
2861812,2861808,,,341087689,331295458,3,
2861812,2861808,,,313317683,313317592,3,
2861812,2861808,,,313319169,313310155,3,
2861812,2861808,,,313310205,313311892,3,
2861812,2861808,,,341083459,342675784,3,
2861812,2861808,,,341083459,325555776,3,
2861812,2861808,,,313315500,313310248,3,
2861812,2861808,,,313310474,313310765,3,
2861812,2861808,,,343869174,325550051,3,
2861812,2861808,,,313314478,313316626,3,
2861812,2861808,,,313318157,313317297,3,
2861812,2861808,,,340738349,340738490,3,
2861812,2861808,,,313320256,313314798,3,
2861812,2861808,,,313315847,313317868,3,
2861812,2861808,,,313318559,325549925,3,
2861812,2861808,,,343869254,331294088,3,
2861812,2861808,,,341086854,342675227,3,
2861812,2861808,,,313311141,313317286,3,
2861812,2861808,,,313314292,325555776,3,
2861812,2861808,,,343867212,325555047,3,
2861812,2861808,,,313318689,313317344,3,
2861812,2861808,,,313315866,313317886,3,
2861812,2861808,,,313319169,325551469,3,
2861812,2861808,,,338807231,325543739,3,
2861812,2861808,,,343872847,325550051,3,
2861812,2861808,,,338807055,325543739,3,
2861812,2861808,,,338800208,325555047,3,
2861812,2861808,,,340736164,340735914,3,
2861812,2861808,,,313316904,313316900,3,
2861812,2861808,,,341085186,325555047,3,
2861812,2861808,,,313318865,313319266,3,
2861812,2861808,,,342675918,325543739,3,
2861812,2861808,,,313313242,313315072,3,
2861812,2861808,,,341079881,325543739,3,
2861812,2861808,,,313318865,325556050,3,
2861812,2861808,,,313312627,313312631,3,
2861812,2861808,,,313319596,313314876,3,
2861812,2861808,,,338802690,325554042,3,
2861812,2861808,,,313318689,325556597,3,
2861812,2861808,,,319702788,325543739,3,
2861812,2861808,,,313316904,313317676,3,
2861812,2861808,,,343874390,342676386,3,
2861893,2861894,,,341107578,341106166,0,
2861893,2861894,,,313317576,338807672,0,
2861893,2861894,,,313318487,328335326,0,
2861893,2861894,,,338802175,313311011,0,
2861893,2861894,,,331294717,340738712,0,
2861893,2861894,,,331294479,328325697,0,
2861893,2861894,,,343873406,328331325,0,
2861893,2861894,,,338800586,328336822,0,
2861893,2861894,,,313315636,325550498,0,
2861893,2861894,,,331294295,325550498,0,
2861893,2861894,,,341108295,328336822,0,
2861893,2861894,,,342673958,313315336,0,
2861893,2861894,,,313310350,313315336,0,
2861893,2861894,,,313313735,328336400,0,
2861893,2861894,,,313318996,313313611,0,
2861893,2861894,,,331295186,328326112,0,
2861893,2861894,,,341106801,328326112,0,
2861893,2861894,,,313320166,328332877,0,
2861893,2861894,,,316799979,328336822,0,
2861893,2861894,,,328325943,313311803,0,
2861893,2861894,,,313320360,317625467,0,
2861893,2861894,,,313311024,313313024,0,
2861893,2861894,,,313319210,317625467,0,
2861893,2861894,,,342675860,313311803,0,
2861893,2861894,,,343872368,328331325,0,
2861893,2861894,,,341107911,328332903,0,
2861893,2861894,,,313311818,328336400,0,
2861893,2861894,,,313314572,313318084,0,
2861893,2861894,,,313312840,313317089,0,
